rank,name,slug,active_installs,rating_pct,rating_5star,editor_support,last_updated,requires_wp,tested_up_to,homepage,github_url,github_repo_type,wp_url,total_known_vulns,unpatched_vulns,max_cvss,max_cvss_severity,latest_vuln_date,top_cwes,tags
810,OoohBoi Steroids for Elementor,ooohboi-steroids-for-elementor,40000,96,4.8,Editor-agnostic,2026-02-25 11:27am GMT,6.0,6.9.4,,https://github.com/common-repository/ooohboi-steroids-for-elementor,mirror,https://wordpress.org/plugins/ooohboi-steroids-for-elementor/,2,0,4.3,Medium,2023-06-09,CWE-352; CWE-862,"add on, background-overlay, elementor, page builder, vertical text"
811,"UiCore Animate – Free Animations, Transitions, and Interactions Addon for Elementor & Gutenberg blocks",uicore-animate,40000,64,3.2,Blocks+Classic,2026-03-16 3:36pm GMT,4.6,6.9.4,https://animate.uicore.co,https://github.com/common-repository/uicore-animate,mirror,https://wordpress.org/plugins/uicore-animate/,0,0,,,,,"animation, blocks, elementor, gutenberg, scroll animations"
812,WP-Polls,wp-polls,40000,84,4.2,Editor-agnostic,2025-01-18 3:07am GMT,4.9.6,6.7.5,https://lesterchan.net/portfolio/programming/php/,https://github.com/lesterchan/wp-polls,official,https://wordpress.org/plugins/wp-polls/,9,0,,,2025-01-22,,"booth, poll, polling, polls, vote"
813,Orphans,sierotki,40000,100,5.0,Editor-agnostic,2025-10-14 9:43am GMT,6.0,6.8.5,https://github.com/iworks/sierotki,https://github.com/iworks/sierotki,official,https://wordpress.org/plugins/sierotki/,0,0,,,,,"Czech, Polish, grammar, orphan, typography"
814,Advanced iFrame,advanced-iframe,40000,86,4.3,Editor-agnostic,2026-03-05 9:11pm GMT,5.5,6.9.4,https://wordpress.org/plugins/advanced-iframe/,https://github.com/wp-plugins/advanced-iframe,mirror,https://wordpress.org/plugins/advanced-iframe/,14,2,,,2026-02-19,,"embed, iframe, modify css, resize, shortcode"
815,Adapta RGPD,adapta-rgpd,40000,96,4.8,Editor-agnostic,2025-06-17 12:11pm GMT,4.7,6.8.5,https://superadmin.es/adapta-rgpd,https://github.com/common-repository/adapta-rgpd,mirror,https://wordpress.org/plugins/adapta-rgpd/,3,0,,,2021-06-30,,"cookies, legal, lopd, privacidad, rgpd"
816,WPIDE – File Manager & Code Editor,wpide,40000,96,4.8,Editor-agnostic,2025-10-24 1:24pm GMT,5.0,6.7.5,https://wpide.com,https://github.com/teqneers/PHP-Stream-Wrapper-for-Git,official,https://wordpress.org/plugins/wpide/,5,0,,,2024-10-14,,"code editor, file editor, file manager, plugin editor, theme editor"
817,WP Revisions Control,wp-revisions-control,40000,94,4.7,Editor-agnostic,2025-07-03 10:39pm GMT,3.6,6.8.5,https://ethitter.com/plugins/wp-revisions-control/,https://github.com/ethitter/WP-Revisions-Control,official,https://wordpress.org/plugins/wp-revisions-control/,0,0,,,,,"admin, revision, revisions"
818,"Kit (formerly ConvertKit) – Email Newsletter, Email Marketing, Membership, Subscribers and Landing Pages",convertkit,40000,96,4.8,Editor-agnostic,2026-03-06 7:29am GMT,5.6,6.9.4,https://kit.com/,https://github.com/convertkit/convertkit-wordpress,official,https://wordpress.org/plugins/convertkit/,4,0,5.3,Medium,2024-06-21,CWE-532; CWE-79; CWE-862,"Email Marketing, email newsletter, landing page, membership, subscribers"
819,Beautiful Cookie Consent Banner,beautiful-and-responsive-cookie-consent,40000,90,4.5,Editor-agnostic,2025-12-01 7:52am GMT,4.0,6.9.4,https://beautiful-cookie-banner.com,https://github.com/common-repository/beautiful-and-responsive-cookie-consent,mirror,https://wordpress.org/plugins/beautiful-and-responsive-cookie-consent/,8,0,,,2025-07-04,,"GDPR, Google Consent Mode V2, cookie banner, cookie consent, cookie consent banner"
820,Media Sync,media-sync,40000,94,4.7,Editor-agnostic,2025-11-25 8:11am GMT,5.3,6.9.4,https://wordpress.org/plugins/media-sync/,https://github.com/MerginMaps/media-sync,official,https://wordpress.org/plugins/media-sync/,0,0,,,,,"ftp, import, media, server, uploads"
821,Easy Digital Downloads – eCommerce Payments and Subscriptions made easy,easy-digital-downloads,40000,94,4.7,Editor-agnostic,2026-03-23 4:59pm GMT,6.2,6.9.4,https://easydigitaldownloads.com,https://github.com/awesomemotive/easy-digital-downloads,official,https://wordpress.org/plugins/easy-digital-downloads/,77,0,,,2025-12-31,,"digital store, ecommerce, payments, sell digital products, stripe"
822,Crop-Thumbnails,crop-thumbnails,40000,92,4.6,Editor-agnostic,2025-12-03 10:59am GMT,5.0,6.8.5,https://wordpress.org/extend/plugins/crop-thumbnails/,https://github.com/vollyimnetz/crop-thumbnails,official,https://wordpress.org/plugins/crop-thumbnails/,0,0,,,,,"images, media library, post thumbnails"
823,Interactive Content – H5P,h5p,40000,96,4.8,Editor-agnostic,2026-03-16 1:36pm GMT,3.8.1,6.9.4,http://h5p.org/wordpress,https://github.com/EscolaLMS/H5P,official,https://wordpress.org/plugins/h5p/,3,2,,,2025-12-24,,"editor, education, quiz, slider, video"
824,Revision Control,revision-control,40000,88,4.4,Editor-agnostic,2018-04-01 4:23am GMT,4.0,4.9.29,https://dd32.id.au/wordpress-plugins/revision-control/,https://github.com/turnkeylinux-apps/revision-control,official,https://wordpress.org/plugins/revision-control/,0,0,,,,,"admin, post, revisions"
825,"All-in-one Sticky Floating Contact Form, Call, Click to Chat, and 50+ Social Icon Tabs  – My Sticky Elements",mystickyelements,40000,98,4.9,Editor-agnostic,2026-03-19 6:26am GMT,3.1,6.9.4,https://premio.io/,https://github.com/common-repository/mystickyelements,mirror,https://wordpress.org/plugins/mystickyelements/,6,1,,,2026-01-01,,"Instagram, call now button, contact form, facebook messenger, whatsapp"
826,Image Hover Effects – Elementor Addon,image-hover-effects-addon-for-elementor,40000,98,4.9,Editor-agnostic,2024-07-12 3:30pm GMT,4.7,6.5.8,https://imagehoverpro.blocksera.com,https://github.com/common-repository/image-hover-effects-addon-for-elementor,mirror,https://wordpress.org/plugins/image-hover-effects-addon-for-elementor/,6,1,,,2024-07-16,,"addons, css effects, elementor, elementor widget, image hover effects"
827,Structured Content (JSON-LD) #wpsc,structured-content,40000,92,4.6,Editor-agnostic,2025-07-26 5:30pm GMT,,6.8.5,https://wordpress.org/plugins/structured-content/,https://github.com/TYPO3-Initiatives/structured-content,official,https://wordpress.org/plugins/structured-content/,8,1,,,2025-03-27,,"FAQPage, JobPosting, LocalBusiness, ProfilePage, Recipe"
828,Calculated Fields Form,calculated-fields-form,40000,98,4.9,Editor-agnostic,2026-03-24 5:15pm GMT,3.0.5,6.9.4,https://cff.dwbooster.com,https://github.com/wp-plugins/calculated-fields-form,mirror,https://wordpress.org/plugins/calculated-fields-form/,18,1,,,2026-02-19,,"AI form builder, Calculator form, contact form, form, quote form"
829,"RSS Aggregator by Feedzy – Feed to Post, Autoblogging, News & YouTube Video Feeds Aggregator",feedzy-rss-feeds,40000,92,4.6,Editor-agnostic,2026-03-16 8:13am GMT,6.0,6.9.4,https://themeisle.com/plugins/feedzy-rss-feeds/,https://github.com/Codeinwp/feedzy-rss-feeds,official,https://wordpress.org/plugins/feedzy-rss-feeds/,15,0,,,2025-12-11,,"autoblogging, feed to post, news aggregator, rss aggregator, rss import"
830,Reveal IDs,reveal-ids-for-wp-admin-25,40000,100,5.0,Editor-agnostic,2026-02-15 1:44pm GMT,3.0,6.9.99,https://www.schloebe.de/wordpress/reveal-ids-for-wp-admin-25-plugin/,https://github.com/wp-plugins/reveal-ids-for-wp-admin-25,mirror,https://wordpress.org/plugins/reveal-ids-for-wp-admin-25/,0,0,,,,,"id, media, page, post, wp-admin"
831,Hide Page And Post Title,hide-page-and-post-title,40000,72,3.6,Editor-agnostic,2024-09-23 9:00am GMT,3.5,6.6.5,https://profiles.wordpress.org/arjunthakur#content-plugins/,https://github.com/WordpressPluginDirectory/hide-page-and-post-title,official,https://wordpress.org/plugins/hide-page-and-post-title/,0,0,,,,,"hide custom post title, hide page title, hide post title, hide title, title hide"
832,ACF: Better Search,acf-better-search,40000,98,4.9,Editor-agnostic,2025-12-08 7:55pm GMT,5.0,6.9.4,https://mattplugins.com,https://github.com/WordpressPluginDirectory/acf-better-search,official,https://wordpress.org/plugins/acf-better-search/,2,0,,,2019-08-08,,"acf search, advanced custom fields, better search, extended search, search"
833,ActiveCampaign – The autonomous marketing platform,activecampaign-subscription-forms,40000,90,4.5,Editor-agnostic,2025-11-14 7:32am GMT,2.0,6.8.5,http://www.activecampaign.com/apps/wordpress,https://github.com/wp-plugins/activecampaign-subscription-forms,mirror,https://wordpress.org/plugins/activecampaign-subscription-forms/,5,0,,,2025-04-04,,"AI agent, Email Marketing, activecampaign, business growth, marketing automation"
834,WCBoost – Variation Swatches,wcboost-variation-swatches,40000,96,4.8,Editor-agnostic,2025-12-15 3:35am GMT,4.5,6.9.4,https://wcboost.com/plugin/woocommerce-variation-swatches/,https://github.com/common-repository/wcboost-variation-swatches,mirror,https://wordpress.org/plugins/wcboost-variation-swatches/,0,0,,,,,"Variable Products, product attribute, product color, variation swatches, woocommerce"
835,Genesis eNews Extended,genesis-enews-extended,40000,94,4.7,Editor-agnostic,2025-04-29 6:46pm GMT,4.9.6,6.8.5,https://kraft.blog/genesis-enews-extended/,https://github.com/kraftbj/genesis-enews-extended,official,https://wordpress.org/plugins/genesis-enews-extended/,0,0,,,,,"aweber, genesis, genesiswp, mailchimp, studiopress"
836,Clear Cache for Me,clear-cache-for-widgets,40000,96,4.8,Editor-agnostic,2025-06-09 2:36am GMT,3.8,6.8.5,https://webheadcoder.com/clear-cache-for-me/,https://github.com/wp-plugins/clear-cache-for-widgets,mirror,https://wordpress.org/plugins/clear-cache-for-widgets/,0,0,,,,,"JS, Purge, cache, clear, css"
837,"Content Control – The Ultimate Content Restriction Plugin! Restrict Content, Create Conditional Blocks & More",content-control,40000,98,4.9,Blocks+Classic,2025-05-27 8:57am GMT,6.2,6.8.5,https://contentcontrolplugin.com/?utm_campaign=plugin-info&utm_source=php-file-header&utm_medium=plugin-ui&utm_content=plugin-uri,https://github.com/code-atlantic/content-control,official,https://wordpress.org/plugins/content-control/,4,0,6.5,Medium,2025-05-07,CWE-200; CWE-79,"access-control, content restriction, maintenance mode, members-only, membership"
838,Proxy Cache Purge,varnish-http-purge,40000,88,4.4,Editor-agnostic,2026-03-18 11:05am GMT,5.0,6.9.4,https://github.com/dvershinin/varnish-http-purge,https://github.com/dvershinin/varnish-http-purge,official,https://wordpress.org/plugins/varnish-http-purge/,0,0,,,,,"Purge, cache, nginx, proxy, varnish"
839,Age Gate,age-gate,40000,92,4.6,Editor-agnostic,2025-10-22 7:24pm GMT,6.0.0,6.8.5,https://agegate.io/,https://github.com/pegasus-web/age-gate,official,https://wordpress.org/plugins/age-gate/,12,0,,,2025-04-09,,"adults-only, age gate, age restriction, age verification, age verify"
840,Flexible Table Block,flexible-table-block,40000,98,4.9,Blocks+Classic,2026-03-03 6:56am GMT,6.9,7.0,,https://github.com/t-hamano/flexible-table-block,official,https://wordpress.org/plugins/flexible-table-block/,0,0,,,,,"block, gutenberg, table"
841,UiCore Elements – Free widgets and templates for Elementor,uicore-elements,40000,0,0.0,Editor-agnostic,2026-03-16 3:38pm GMT,4.6,6.9.4,https://elements.uicore.co,https://github.com/common-repository/uicore-elements,mirror,https://wordpress.org/plugins/uicore-elements/,3,0,,,2025-08-27,,"elementor, page builder, ui elements, widgets"
842,Block Visibility — Conditional Visibility Control for the Block Editor,block-visibility,40000,98,4.9,Blocks+Classic,2026-01-18 11:44pm GMT,6.5,6.9.4,https://www.blockvisibilitywp.com/,https://github.com/ndiego/block-visibility,official,https://wordpress.org/plugins/block-visibility/,0,0,,,,,"conditional blocks, conditional content, dynamic content, restrict blocks, visibility"
843,Login & Register Customizer – Popup | Slider | Inline | WooCommerce,easy-login-woocommerce,40000,96,4.8,Editor-agnostic,2026-03-03 8:51am GMT,3.0.1,6.9.4,http://xootix.com/easy-login-for-woocommerce,https://github.com/WordpressPluginDirectory/easy-login-woocommerce,official,https://wordpress.org/plugins/easy-login-woocommerce/,15,0,,,2025-06-20,,"login, popup, register, signup, woocommerce"
844,Genesis Blocks,genesis-blocks,40000,74,3.7,Blocks+Classic,2025-12-05 10:27am GMT,6.1,6.9.4,https://studiopress.com/genesis-pro/,,,https://wordpress.org/plugins/genesis-blocks/,4,0,,,2025-05-15,,"block, blocks, editor, gutenberg, gutenberg blocks"
845,WP Edit,wp-edit,40000,80,4.0,Editor-agnostic,2018-10-15 8:00pm GMT,3.9,4.9.29,https://wpeditpro.com,,,https://wordpress.org/plugins/wp-edit/,1,1,5.9,Medium,2025-06-27,CWE-79,"button, buttons, editor, wp edit, wpedit"
846,Sequential Order Number for WooCommerce,wt-woocommerce-sequential-order-numbers,40000,98,4.9,Editor-agnostic,2026-01-07 2:46pm GMT,3.0.1,6.9.4,https://wordpress.org/plugins/wt-woocommerce-sequential-order-numbers/,,,https://wordpress.org/plugins/wt-woocommerce-sequential-order-numbers/,0,0,,,,,"Custom Order Number, sequential number, sequential order numbers for woocommerce, woocommerce custom order number, woocommerce sequential order number"
847,Performant Translations,performant-translations,40000,98,4.9,Editor-agnostic,2025-12-05 10:38am GMT,6.5,6.9.4,https://github.com/swissspidy/performant-translations,https://github.com/swissspidy/performant-translations,official,https://wordpress.org/plugins/performant-translations/,0,0,,,,,"i18n, internationalization, localization, performance, translation"
848,Advanced Free Shipping for WooCommerce,woocommerce-advanced-free-shipping,40000,96,4.8,Editor-agnostic,2025-10-09 2:02pm GMT,5.0,6.8.5,https://wordpress.org/plugins/woocommerce-advanced-free-shipping/,,,https://wordpress.org/plugins/woocommerce-advanced-free-shipping/,0,0,,,,,"advanced free shipping, advanced shipping, free shipping, shipping, woocommerce shipping"
849,WP Call Button – Easy Click to Call Button for WordPress,wp-call-button,40000,92,4.6,Editor-agnostic,2026-03-16 5:39pm GMT,4.9,6.9.4,https://www.wpbeginner.com/,,,https://wordpress.org/plugins/wp-call-button/,0,0,,,,,"call, call button, call now button, clickable phone numbers, phone"
850,User Profile Picture,metronet-profile-picture,40000,92,4.6,Blocks+Classic,2024-07-18 1:11pm GMT,4.6,6.6.5,http://wordpress.org/plugins/metronet-profile-picture/,https://github.com/madalinungureanu/user-profile-picture,official,https://wordpress.org/plugins/metronet-profile-picture/,4,0,,,2024-06-21,,"avatar, blocks, gravatar, user profile, users"
851,WP-SCSS,wp-scss,40000,86,4.3,Editor-agnostic,2026-03-02 1:29pm GMT,3.0.1,6.8.5,https://github.com/ConnectThink/WP-SCSS,https://github.com/ConnectThink/WP-SCSS,official,https://wordpress.org/plugins/wp-scss/,0,0,,,,,"ScssPhp, css, sass, scss"
852,Increase Maximum Upload File Size,upload-max-file-size,40000,78,3.9,Editor-agnostic,2023-08-14 6:49am GMT,3.0,5.8.13,https://wordpress.org/plugins/upload-max-file-size/,,,https://wordpress.org/plugins/upload-max-file-size/,0,0,,,,,"increase file size limit, increase upload limit, max upload file size, post max size, upload limit"
853,Category Posts Widget,category-posts,40000,90,4.5,Blocks+Classic,2026-02-07 4:33pm GMT,2.8,6.9.4,https://wordpress.org/plugins/category-posts/,https://github.com/DanielFloeter/category-posts-widget,official,https://wordpress.org/plugins/category-posts/,3,0,,,2025-04-24,,"block, categories, category, posts, recent posts"
854,Bing URL Submissions Plugin,bing-webmaster-tools,40000,66,3.3,Editor-agnostic,2026-02-03 12:28pm GMT,5.3,6.9.4,https://www.bing.com/webmaster,https://github.com/microsoft/bing-wordpress-url-submission-plugin,official,https://wordpress.org/plugins/bing-webmaster-tools/,0,0,,,,,"crawling, seo"
855,Simple Membership,simple-membership,40000,92,4.6,Editor-agnostic,2026-03-04 1:14am GMT,6.0,7.0,https://simple-membership-plugin.com/,,,https://wordpress.org/plugins/simple-membership/,27,1,,,2026-02-19,,"member, members, members-only, membership, memberships"
856,Easy SVG Support,easy-svg,40000,100,5.0,Editor-agnostic,2025-11-14 7:51pm GMT,6.0,6.9.4,https://wordpress.org/plugins/easy-svg/,https://github.com/bz-projects/Easy-SVG,official,https://wordpress.org/plugins/easy-svg/,3,0,6.4,Medium,2026-02-19,CWE-79,"SVG, easy-svg, svg media, svg support, upload svg"
857,"Dokan: AI Powered WooCommerce Multivendor Marketplace Solution – Build Your Own Amazon, eBay, Etsy",dokan-lite,40000,92,4.6,Editor-agnostic,2026-03-13 9:49am GMT,6.7,6.9.4,https://dokan.co/wordpress/,https://github.com/getdokan/dokan,official,https://wordpress.org/plugins/dokan-lite/,12,1,,,2026-01-20,,"multi seller, multi vendor, multivendor, multivendor marketplace, woocommerce multivendor marketplace"
858,Htaccess File Editor – Safely Edit Htaccess File,wp-htaccess-editor,40000,100,5.0,Editor-agnostic,2025-12-03 7:33pm GMT,4.0,6.9.4,https://wphtaccess.com/,,,https://wordpress.org/plugins/wp-htaccess-editor/,0,0,,,,,"file editor, htaccess, htaccess editor, htaccess file, htaccess file editor"
859,Carousel Slider Block for Gutenberg,carousel-block,40000,96,4.8,Blocks+Classic,2026-03-25 12:14pm GMT,6.1,6.9.4,https://wordpress.org/plugins/carousel-block,,,https://wordpress.org/plugins/carousel-block/,0,0,,,,,"Slide, carousel, gutenberg, swiper"
860,Pixel Cat – Conversion Pixel Manager,facebook-conversion-pixel,40000,78,3.9,Editor-agnostic,2026-01-28 3:45am GMT,4.0,6.9.4,https://fatcatapps.com/pixel-cat,,,https://wordpress.org/plugins/facebook-conversion-pixel/,6,0,,,2024-09-24,,"CAPI, Conversions API, Facebook Pixel, Meta Pixel, custom audiences"
861,"Real Testimonials – Testimonial Slider, Collect Customer Reviews and Video Testimonials",testimonial-free,40000,94,4.7,Editor-agnostic,2026-03-25 4:50am GMT,5.0,6.9.4,https://realtestimonials.io/?ref=1,,,https://wordpress.org/plugins/testimonial-free/,5,0,,,2025-04-15,,"review form, social proof, testimonial slider, testimonials, video testimonials"
862,What The File,what-the-file,40000,98,4.9,Editor-agnostic,2026-02-19 5:21pm GMT,3.1,6.9.4,http://www.barrykooij.com/what-the-file/,https://github.com/barrykooij/what-the-file,official,https://wordpress.org/plugins/what-the-file/,0,0,,,,,"development, file, template, template editing, toolbar"
863,Visual Composer Website Builder,visualcomposer,40000,92,4.6,Editor-agnostic,2025-08-06 5:00pm GMT,5.5,6.8.5,https://visualcomposer.com/premium/?utm_source=vcwb&utm_medium=wpplugins&utm_campaign=vcbrand&utm_content=text,https://github.com/VisualComposer/builder,official,https://wordpress.org/plugins/visualcomposer/,13,0,,,2025-08-14,,"drag and drop website builder, landing page builder, page builder, popup builder, theme builder"
864,Fast Velocity Minify,fast-velocity-minify,40000,92,4.6,Editor-agnostic,2025-11-04 2:41am GMT,5.6,6.8.5,https://fastvelocity.com,https://github.com/peixotorms/fast-velocity-minify,official,https://wordpress.org/plugins/fast-velocity-minify/,2,0,4.4,Medium,2025-10-25,CWE-200; CWE-79,"gtmetrix, lighthouse, pagespeed, speed optimization, web vitals"
865,Image Watermark,image-watermark,40000,82,4.1,Editor-agnostic,2026-03-09 3:36pm GMT,6.0,6.9.4,http://www.dfactory.co/products/image-watermark/,https://github.com/luthraG/image-watermark,official,https://wordpress.org/plugins/image-watermark/,1,0,4.3,Medium,2024-04-06,CWE-862,"image, images, protection, watermark, watermarking"
866,Robo Gallery – Photo & Image Slider,robo-gallery,40000,86,4.3,Editor-agnostic,2026-03-22 12:25pm GMT,3.3,6.9.4,https://robosoft.co/gallery,https://github.com/wp-plugins/robo-gallery,mirror,https://wordpress.org/plugins/robo-gallery/,23,1,,,2026-03-13,,"gallery, image gallery, photo gallery, responsive gallery, wordpress gallery plugin"
867,Premium Portfolio Features for Phlox theme,auxin-portfolio,40000,86,4.3,Editor-agnostic,2025-11-03 9:46am GMT,4.7,6.8.5,http://phlox.pro/,https://github.com/WPPlugins/auxin-portfolio,mirror,https://wordpress.org/plugins/auxin-portfolio/,4,0,8.6,High,2025-11-05,CWE-22; CWE-79; CWE-98,"averta, elementor, gallery, phlox, portfolio"
868,underConstruction,underconstruction,40000,90,4.5,Editor-agnostic,2024-03-08 5:10am GMT,2.7,6.4.8,https://wordpress.org/plugins/underconstruction/,https://github.com/larsjanssen6/underconstruction,official,https://wordpress.org/plugins/underconstruction/,5,0,6.1,Medium,2024-03-31,CWE-352; CWE-79,"construction, preview, private, security, under construction"
869,aThemes Starter Sites,athemes-starter-sites,40000,40,2.0,Editor-agnostic,2026-03-03 4:41pm GMT,4.0,6.8.5,,https://github.com/WordpressPluginDirectory/athemes-starter-sites,official,https://wordpress.org/plugins/athemes-starter-sites/,1,0,6.4,Medium,2024-07-29,CWE-79,"athemes, demos, elementor, import, sites"
870,GSheetConnector for CF7 – Connect Contact Form 7 to Google Sheets and Send Form Submissions in Real Time,cf7-google-sheets-connector,40000,88,4.4,Editor-agnostic,2026-02-10 1:48pm GMT,3.6,6.9.4,https://wordpress.org/plugins/cf7-google-sheets-connector/,https://github.com/common-repository/cf7-google-sheets-connector,mirror,https://wordpress.org/plugins/cf7-google-sheets-connector/,4,0,7.5,High,2025-02-03,CWE-532; CWE-79; CWE-862,"Contact Form 7 Integrations, Google Sheets Integrations, cf7, contact form 7, contact forms"
871,Simple Share Buttons Adder,simple-share-buttons-adder,40000,86,4.3,Editor-agnostic,2025-09-24 1:53pm GMT,5.9,6.8.5,https://simplesharebuttons.com,https://github.com/davidsneal/simplesharebuttons,official,https://wordpress.org/plugins/simple-share-buttons-adder/,8,0,,,2024-06-18,,"bluesky, facebook, share buttons, social buttons, threads"
872,API KEY for Google Maps,api-key-for-google-maps,40000,98,4.9,Editor-agnostic,2025-12-03 2:16pm GMT,5.0,6.9.4,https://wpgeodirectory.com/,https://github.com/WordpressPluginDirectory/api-key-for-google-maps,official,https://wordpress.org/plugins/api-key-for-google-maps/,1,0,5.4,Medium,2022-06-15,CWE-352,"Google Maps, Google Maps API KEY, Google Maps API callback, Google Maps KEY, Google Maps callback"
873,Media File Renamer: Rename for better SEO (AI-Powered),media-file-renamer,40000,92,4.6,Editor-agnostic,2026-03-09 11:15pm GMT,6.0,6.9.4,https://meowapps.com,https://github.com/iPzard/media-file-renamer,official,https://wordpress.org/plugins/media-file-renamer/,5,0,,,2024-12-26,,"file, media, move, rename, seo"
874,Say What?,say-what,40000,86,4.3,Editor-agnostic,2026-03-03 9:31am GMT,6.2,6.9.4,https://github.com/leewillis77/say-what,https://github.com/leewillis77/say-what,official,https://wordpress.org/plugins/say-what/,0,0,,,,,"change, string, translation"
875,Quiz and Survey Master (QSM) – Easy Quiz and Survey Maker,quiz-master-next,40000,94,4.7,Editor-agnostic,2026-03-19 5:21pm GMT,4.9,6.9.4,https://expresstech.io/,https://github.com/common-repository/quiz-master-next,mirror,https://wordpress.org/plugins/quiz-master-next/,75,5,,,2026-02-20,,"exam, online assessment, quiz, survey, test"
876,Disable Search,disable-search,40000,94,4.7,Editor-agnostic,2025-04-14 6:27am GMT,4.6,6.8.5,https://coffee2code.com/wp-plugins/disable-search/,https://github.com/coffee2code/disable-search,official,https://wordpress.org/plugins/disable-search/,0,0,,,,,"coffee2code, disable, search"
877,Disqus Comment System,disqus-comment-system,40000,54,2.7,Editor-agnostic,2026-01-15 5:47pm GMT,4.4,6.9.4,https://disqus.com/,https://github.com/disqus/disqus-wordpress-plugin,official,https://wordpress.org/plugins/disqus-comment-system/,9,0,,,2015-05-15,,"Disqus, comments, email, engagement, threaded"
878,"Post Grid Gutenberg Blocks for News, Magazines, Blog Websites – PostX",ultimate-post,40000,96,4.8,Blocks+Classic,2026-03-12 7:01am GMT,5.0,6.9.4,,https://github.com/common-repository/ultimate-post,mirror,https://wordpress.org/plugins/ultimate-post/,23,4,,,2026-01-22,,"ajax filter, post filter, post grid, post list, post slider"
879,Schema,schema,40000,86,4.3,Editor-agnostic,2025-06-14 10:57pm GMT,4.0,6.8.5,https://schema.press,https://github.com/schemapress/Schema,official,https://wordpress.org/plugins/schema/,0,0,,,,,"JSON-LD, rich snippets, schema, schema.org, structured data"
880,"NotificationX – FOMO, Live Sales Notification, WooCommerce Sales Popup, GDPR, Social Proof, Announcement Banner & Floating Notification Bar",notificationx,40000,96,4.8,Editor-agnostic,2026-03-16 8:33am GMT,5.0,6.9.4,https://notificationx.com,https://github.com/WPDevelopers/notificationx,official,https://wordpress.org/plugins/notificationx/,14,1,,,2026-02-19,,"fomo, notification bar, sales notification, social proof, woocommerce sales"
881,Really Simple CSV Importer,really-simple-csv-importer,40000,98,4.9,Editor-agnostic,2017-11-28 5:26am GMT,3.6,4.3.34,http://wordpress.org/plugins/really-simple-csv-importer/,https://github.com/hissy/rs-csv-importer,official,https://wordpress.org/plugins/really-simple-csv-importer/,0,0,,,,,"acf, cfs, csv, importer, scf"
882,Login Logo,login-logo,40000,98,4.9,Editor-agnostic,2024-09-11 2:54am GMT,5.1.2,6.6.5,https://txfx.net/wordpress-plugins/login-logo/,https://github.com/markjaquith/login-logo,official,https://wordpress.org/plugins/login-logo/,0,0,,,,,"custom logo, customize, login, login screen, logo"
883,FluentSnippets – The High-Performance file based Custom Code Snippets Plugin,easy-code-manager,40000,92,4.6,Editor-agnostic,2026-01-22 4:17am GMT,6.0,6.9.4,https://fluentsnippets.com,https://github.com/WPManageNinja/easy-code-manager,official,https://wordpress.org/plugins/easy-code-manager/,1,0,9.6,Critical,2025-07-16,CWE-352,"code-snippets, custom codes, functions, php codes, wp codes"
884,Country & Phone Field Contact Form 7,country-phone-field-contact-form-7,40000,88,4.4,Editor-agnostic,2026-03-04 1:10pm GMT,6.0,6.9.4,,https://github.com/dostup8/country-phone-field-contact-form-7,official,https://wordpress.org/plugins/country-phone-field-contact-form-7/,0,0,,,,,"Country &amp; Phone Field, International Telephone Input, contact form 7, country dropdown plugin, wordpress plugin"
885,Cryout Serious Theme Settings,cryout-theme-settings,40000,86,4.3,Editor-agnostic,2026-01-26 5:20pm GMT,4.5,6.9.4,https://www.cryoutcreations.eu/wordpress-plugins/serious-theme-settings,https://github.com/common-repository/cryout-theme-settings,mirror,https://wordpress.org/plugins/cryout-theme-settings/,0,0,,,,,"admin, theme"
886,reCAPTCHA for WooCommerce,recaptcha-woo,40000,92,4.6,Editor-agnostic,2025-11-05 10:50pm GMT,4.7,6.8.5,,https://github.com/ElliotSowersby/recaptcha-woo,official,https://wordpress.org/plugins/recaptcha-woo/,0,0,,,,,"checkout, protect, recaptcha, spam, woocommerce"
887,Visual CSS Style Editor,yellow-pencil-visual-theme-customizer,40000,82,4.1,Editor-agnostic,2025-12-06 10:09pm GMT,4.0,6.9.4,https://yellowpencil.waspthemes.com,https://github.com/common-repository/yellow-pencil-visual-theme-customizer,mirror,https://wordpress.org/plugins/yellow-pencil-visual-theme-customizer/,6,0,,,2024-10-06,,"css, css editor, customize, design, visual css"
888,Cyrlitera – Transliteration of Links and File Names,cyrlitera,40000,90,4.5,Editor-agnostic,2026-01-12 2:54pm GMT,5.6,6.9.4,https://wordpress.org/plugins/cyrlitera/,,,https://wordpress.org/plugins/cyrlitera/,1,1,4.3,Medium,2025-06-27,CWE-352,"cyr-to-lat, cyrillic, cyrillic to latin, rus-to-lat, transliteration"
889,Disable Google Fonts,disable-google-fonts,40000,88,4.4,Editor-agnostic,2019-02-24 9:01pm GMT,3.5,5.1.22,https://milandinic.com/wordpress/plugins/disable-google-fonts/,https://github.com/dimadin/disable-google-fonts,official,https://wordpress.org/plugins/disable-google-fonts/,0,0,,,,,"Google Web Fonts, Open Sans, google fonts"
